zipcode,business_id,Mexican,American (Traditional),Pizza,American (New),Burgers,Italian,Chinese,Salad,Sports Bars,Seafood,Japanese,Barbeque,Mediterranean,Sushi Bars,Asian Fusion,Steakhouses,Greek,Tex-Mex,Thai,Vietnamese,Indian,Middle Eastern,Southern,Latin American,Hawaiian,Korean,French,Caribbean,Pakistani,Ramen,New Mexican Cuisine,Modern European,Spanish,African,Cantonese,Persian/Iranian,Filipino,Cuban,Mongolian,Lebanese,Polish,Taiwanese,German,Turkish,Ethiopian,Brazilian,Afghan,zipcode,total_pop,occupied_housing_units,white_pop,afam_pop,amindian_pop,asian_pop,hawaiian_pop,other_race,male,female,median_income,median_age,under_18,above_18,walkscore,ffall,stars,review_count,ffall_category,CuisineCombined
85019,nl9obkTn1W9-NzjGCEMbPA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85019,25042,6908,12788,1311,648,843,42,8360,12608,12434,30202,27.9,8680,16342,48,8,3,4,0,3
85020,Ks13abA-KZWAA6FMQagQmg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85020,32850,15114,25739,1197,677,697,42,3480,16163,16687,48257,41.2,6686,25754,52,60,4,73,1,6
85023,iZMdwe0xebE3rF0x3LOr4w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85023,31274,12451,23674,1211,507,1051,58,3705,15535,15739,51483,34.8,7731,23472,36,1096,4.5,357,5,20
85003,hTe5SavBjp3zRulupZSJew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369,3900,5931,1024,252,114,22,1696,5844,3525,45615,31.7,1474,5987,73,463,3.5,149,3,3
85034,JDwUNHYA_-FvxEMRvHniig,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,164,2,59,2,3
85034,aNCLPEsrgB_gGwULOpYpqw,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,11,4,18,0,49
85017,4tckq6rjAryEKG2XXJ1YVA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85017,38872,11339,19429,2603,1156,1982,76,12009,19945,18927,27864,26.9,13678,24583,52,5,4.5,9,0,1
85048,2-_HV0XUYK64OylB5J4i6A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449,12613,27017,1548,356,2333,68,900,16411,17038,98382,39.1,8940,24475,43.12195122,121,4,79,2,3
85019,n6AxJR-ey2_DgAJPZfEvfQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85019,25042,6908,12788,1311,648,843,42,8360,12608,12434,30202,27.9,8680,16342,48,20,2,18,0,1
85034,XcWlBj5oQgzKhR7Cxovj3w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,758,3,275,4,27
85051,CfnTcXZDaXFbkojRZrFCgg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,8,3.5,7,0,51
85051,0Ryxx6uSpt4TOKYVGBekLQ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,382,3,124,3,27
85014,r0byBoB7y_IH8uicEvyCqQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782,11766,16713,1597,1477,499,34,3476,12685,12097,43682,36.2,5299,19202,60,2,3,5,0,12
85048,KeI955jJ81rY2WyaC4lq2w,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449,12613,27017,1548,356,2333,68,900,16411,17038,98382,39.1,8940,24475,43.12195122,722,3.5,80,4,13
85014,f30-DOoIxvoV9btiDvKMTw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782,11766,16713,1597,1477,499,34,3476,12685,12097,43682,36.2,5299,19202,60,853,4,392,4,4
85003,Wq0cWwBkapXOUP5QPV034Q,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369,3900,5931,1024,252,114,22,1696,5844,3525,45615,31.7,1474,5987,73,5,2.5,3,0,6
85054,XF4w6wG1JOvfKZlQcxiWgQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85054,5384,2967,4636,173,34,293,5,104,2663,2721,76413,35.2,738,4633,14,200,4.5,196,2,9
85051,D_5II-fYES91wP0gV8AJuw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,12,3,10,0,1
85014,BWS7gSVFPTbQw_FQXzO4og,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782,11766,16713,1597,1477,499,34,3476,12685,12097,43682,36.2,5299,19202,60,74,2,16,1,5
85014,LpdW1vh1AVm5QznEL5j03g,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782,11766,16713,1597,1477,499,34,3476,12685,12097,43682,36.2,5299,19202,60,165,2.5,55,2,7
85004,AN9sX6Dh8-QAoJssdyno8A,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,615,4.5,273,4,9
85018,_VHOD-pcrAZFKNinI7GCUQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065,16763,29523,1194,741,721,44,2739,17821,18244,56653,40.2,7651,28347,52,40,3.5,23,1,5
85019,1s28O8UuTAmJb5IDz3MY3w,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85019,25042,6908,12788,1311,648,843,42,8360,12608,12434,30202,27.9,8680,16342,48,26,4,12,0,1
85022,6KJIdXznNpUCun0Ky2Ltjg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395,20596,37995,1738,714,1446,54,3100,22366,24029,48600,38.2,9625,36653,42,13,2.5,10,0,11
85004,vyDW7_CHhDUJshMqaSjj0g,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,727,2.5,375,4,7
85034,T6ihfy4SYiF4PvuE6Y0VPA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,126,2.5,47,2,7
85004,NgDyxaeItFSInv7J5paGLQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,1143,4,583,5,2
85004,#NAME?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,3897,4,774,5,4
85032,pVcaSUJ0IcHvwKwETawT5A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,8,4.5,11,0,5
85031,7rdenapLKDEKdb9e5rlbDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85031,30493,7612,14552,1586,559,258,39,12343,15278,15215,23832,25.1,11373,19093,48,19,3.5,12,0,24
85017,gso5aisp97oTIWWzoRGUiw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85017,38872,11339,19429,2603,1156,1982,76,12009,19945,18927,27864,26.9,13678,24583,52,11,2,19,0,7
85048,EgwGTDZ705TwudPJwAY0yQ,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449,12613,27017,1548,356,2333,68,900,16411,17038,98382,39.1,8940,24475,43.12195122,144,4.5,125,2,17
85032,PJVjfGtVc71M0XlUr83teQ,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,1042,4.5,301,5,17
85029,mmZaOPp2BFMmWe6suuJndQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233,16370,31121,2082,1096,1086,84,6160,21328,21905,42224,33.2,11210,31624,41,9,3,11,0,2
85051,L_m-d0Ftm6hoXJPH3Xf0-Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,3,3.5,9,0,22
85032,c-XMctLK6QAy1NjLSkcLRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,17,3.5,3,0,3
85016,BCE_A21lEUEeEU9sKCjLmA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,75,3.5,66,1,4
85034,tbmYBmGY9C_-A52rXyHloQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,235,3.5,135,2,12
85014,GpX1PmgplBrG_DLiJVDC-g,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782,11766,16713,1597,1477,499,34,3476,12685,12097,43682,36.2,5299,19202,60,448,4,134,3,25
85018,itNoMqRVItV-1gR8zS-uaQ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065,16763,29523,1194,741,721,44,2739,17821,18244,56653,40.2,7651,28347,52,264,2.5,125,2,12
85018,UCqWJWovgeelP1OUI_L90w,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065,16763,29523,1194,741,721,44,2739,17821,18244,56653,40.2,7651,28347,52,1141,4,368,5,5
85022,AO2ZY9we2ceRQI74cmLUYA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395,20596,37995,1738,714,1446,54,3100,22366,24029,48600,38.2,9625,36653,42,48,1.5,26,1,5
85051,O00LTi6SV8vCVND_8k1YVw,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,42,3,29,1,5
85009,E_f5hWSBXkxvyckUpU31kQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85009,52520,12153,24795,2534,1385,249,39,21650,28808,23712,23302,25.6,17094,28366,46,14,3.5,5,0,14
85016,uTCOEqjuVAXUOzti5TWj2Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,211,3.5,163,2,27
85053,SMXmELJ8jFBPDq3VWRlLeQ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85053,28480,10854,22679,1214,481,617,46,2445,14379,14101,47387,35,6983,21355,46,184,3.5,161,2,41
85018,H9tJl_ntsan-YSZElKKK2w,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065,16763,29523,1194,741,721,44,2739,17821,18244,56653,40.2,7651,28347,52,430,4.5,216,3,4
85031,j-NE_pYsRf7UXCevLc5ugQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85031,30493,7612,14552,1586,559,258,39,12343,15278,15215,23832,25.1,11373,19093,48,3,3,7,0,7
85003,45JwLE2ol0WozeHtzPToXg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369,3900,5931,1024,252,114,22,1696,5844,3525,45615,31.7,1474,5987,73,198,4.5,140,2,9
85003,m1kkkR41zP9gW13eh6ga5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369,3900,5931,1024,252,114,22,1696,5844,3525,45615,31.7,1474,5987,73,53,3.5,8,1,19
85024,sYx7UnIj_iP3QwqJoVq-Pg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85024,22898,9452,19856,554,187,813,52,704,11107,11791,68557,34.7,5438,17437,22,28,4,15,0,15
85054,VasgFCcYS8JUIdqb5KsPAQ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85054,5384,2967,4636,173,34,293,5,104,2663,2721,76413,35.2,738,4633,14,481,3.5,193,3,55
85021,xzlJ6hhfDSEF0d6ebSKRAg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85021,37743,15001,24772,2617,1748,1408,70,5722,18978,18765,37595,33.1,9712,27481,51,3,5,10,0,62
85040,M9aTtOeOIG-EOLeHNgkKfQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85040,29352,8666,10315,6054,732,439,153,10354,14881,14471,32133,27.5,10096,19186,44,41,4.5,14,1,1
85051,ki8DalibpkEUDbWjQnJ5WA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,44,4,40,1,7
85032,JrEMvvNR1rUVkAMvPPZYkg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,568,4.5,358,4,12
85027,PvufhE6-sy2pCTQu9yvjiw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140,15117,29276,1124,549,2271,90,2639,18850,18290,50427,32.8,8594,28479,26,44,4,102,1,60
85032,0MVUQtakauK3qKqfIcQWiQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,46,3.5,42,1,2
85022,3l5TusofKjr8rk6-DDtuoQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395,20596,37995,1738,714,1446,54,3100,22366,24029,48600,38.2,9625,36653,42,95,3.5,128,1,13
85040,I7HGSg1OfAbO9X-mbDYdxg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85040,29352,8666,10315,6054,732,439,153,10354,14881,14471,32133,27.5,10096,19186,44,127,4.5,48,2,8
85019,HORILLsQHEMc5o9bIoDJMA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85019,25042,6908,12788,1311,648,843,42,8360,12608,12434,30202,27.9,8680,16342,48,13,4,10,0,3
85048,JqSdd1Jj6UDjgPtYSPdsVQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449,12613,27017,1548,356,2333,68,900,16411,17038,98382,39.1,8940,24475,43.12195122,212,3.5,49,2,8
85054,BbKzwc11qLEzX_euOmRn6A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85054,5384,2967,4636,173,34,293,5,104,2663,2721,76413,35.2,738,4633,14,55,4,23,1,14
85015,Jj8ubiwwuCR-rrhrrjcryw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85015,37644,13420,22310,3153,1893,1962,113,6497,19013,18631,30661,30.5,11365,26089,53,2608,4,597,5,20
85022,1WBkAuQg81kokZIPMpn9Zg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395,20596,37995,1738,714,1446,54,3100,22366,24029,48600,38.2,9625,36653,42,281,3,253,2,7
85051,_Fuf_7YczZoJhWHkjsi7hQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,6,4.5,13,0,17
85048,#NAME?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449,12613,27017,1548,356,2333,68,900,16411,17038,98382,39.1,8940,24475,43.12195122,2,4,4,0,13
85004,eajXb034hm_9M6OgN47LKA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,193,3,45,2,1
85019,bH3xVTnb_5w6k7ILK82Kaw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85019,25042,6908,12788,1311,648,843,42,8360,12608,12434,30202,27.9,8680,16342,48,9,1,12,0,5
85040,8ZhTEANRxKQ3KAW1wY9r6Q,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85040,29352,8666,10315,6054,732,439,153,10354,14881,14471,32133,27.5,10096,19186,44,184,1.5,25,2,5
85018,bBxctA7YVbZgpExmsVK7tg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065,16763,29523,1194,741,721,44,2739,17821,18244,56653,40.2,7651,28347,52,140,4.5,35,2,4
85022,355zerURpj4IMs2no238_A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395,20596,37995,1738,714,1446,54,3100,22366,24029,48600,38.2,9625,36653,42,783,3,130,4,22
85029,8PaMGALpL7FwwdUy7eK4ZA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233,16370,31121,2082,1096,1086,84,6160,21328,21905,42224,33.2,11210,31624,41,128,3.5,49,2,51
85018,BcrTHaJULDlB1XuW4RIb_Q,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065,16763,29523,1194,741,721,44,2739,17821,18244,56653,40.2,7651,28347,52,87,2,21,1,11
85033,DmAKN7KxGLFXGqAk23EDHg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85033,53037,13573,28819,2716,920,444,67,18109,26504,26533,35571,25,20177,32843,43,15,5,9,0,11
85020,4pUsOe7T7FHFRPhKAa-M0Q,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85020,32850,15114,25739,1197,677,697,42,3480,16163,16687,48257,41.2,6686,25754,52,3,3,8,0,2
85029,CGgUHkAKU0QBsdGvXxfMuw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233,16370,31121,2082,1096,1086,84,6160,21328,21905,42224,33.2,11210,31624,41,43,3.5,71,1,7
